0	50.18	72	39
1	47.54	55	37
2	45.94	52	37
3	45.23	51	37
4	44.36	49	37
5	43.54	48	37
6	43.11	47	37
7	42.74	47	35
8	42.17	46	35
9	41.83	45	35
10	41.53	44	35
11	40.94	43	35
12	40.51	43	35
13	40.3	42	35
14	40.09	42	35
15	39.78	42	34
16	39.43	41	34
17	39.3	41	34
18	39.12	41	34
19	38.96	41	34
20	38.78	40	34
21	38.52	40	33
22	38.29	40	33
23	38.21	40	33
24	37.96	40	33
25	37.84	40	33
26	37.59	39	33
27	37.52	39	33
28	37.45	39	33
29	37.3	39	33
30	37.24	39	33
31	37.08	39	33
32	37.04	39	33
33	36.95	39	33
34	36.82	38	33
35	36.76	38	33
36	36.7	38	33
37	36.66	38	33
38	36.56	38	33
39	36.45	38	33
40	36.36	38	33
41	36.19	38	33
42	36.1	38	33
43	35.93	38	33
44	35.87	37	33
45	35.8	37	33
46	35.76	37	33
47	35.65	37	31
48	35.55	37	31
49	35.49	37	31
50	35.4	37	31
51	35.3	37	31
52	35.19	37	31
53	35.08	36	31
54	35.02	36	31
55	34.87	36	31
56	34.83	36	31
57	34.76	36	31
58	34.68	36	31
59	34.63	36	31
60	34.53	36	31
61	34.52	36	31
62	34.43	36	31
63	34.38	36	31
64	34.27	36	31
65	34.22	35	31
66	34.18	35	31
67	34.08	35	31
68	34.05	35	31
69	34.01	35	31
70	33.98	35	31
71	33.88	35	31
72	33.8	35	31
73	33.78	35	31
74	33.64	35	31
75	33.55	35	31
76	33.36	35	31
77	33.35	35	31
78	33.25	35	31
79	33.18	34	31
80	33.14	34	31
81	33.11	34	31
82	33.03	34	31
83	32.97	34	31
84	32.9	34	31
85	32.83	34	31
86	32.78	34	31
87	32.74	34	31
88	32.69	34	31
89	32.65	34	31
90	32.57	34	31
91	32.57	34	31
92	32.52	34	31
93	32.44	34	31
94	32.4	33	31
95	32.36	33	31
96	32.34	33	31
97	32.25	33	30
98	32.2	33	30
99	32.2	33	30
100	32.16	33	30
101	32.12	33	30
102	32.12	33	30
103	32.06	33	30
104	31.98	33	30
105	31.94	33	30
106	31.91	33	30
107	31.87	33	30
108	31.84	33	30
109	31.8	33	30
110	31.76	33	30
111	31.72	33	30
112	31.62	33	30
113	31.53	33	30
114	31.44	33	30
115	31.33	33	30
116	31.27	33	30
117	31.22	33	30
